Id_Table,ID,Name,Variable,Method,Class,Package,File
896,AP896,TooMuchScattering,,,PersistentCache,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/PersistentCache.java
897,AP897,TooMuchScattering,,,SkipListMemTableConfig,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/SkipListMemTableConfig.java
898,AP898,TooMuchScattering,,,BloomFilter,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/BloomFilter.java
899,AP899,TooMuchScattering,,,OptionsUtil,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/OptionsUtil.java
900,AP900,TooMuchScattering,,,RocksEnv,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/RocksEnv.java
901,AP901,TooMuchScattering,,,UInt64AddOperator,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/UInt64AddOperator.java
902,AP902,TooMuchScattering,,,TtlDB,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/TtlDB.java
903,AP903,TooMuchScattering,,,OptimisticTransactionOptions,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/OptimisticTransactionOptions.java
904,AP904,TooMuchScattering,,,CassandraCompactionFilter,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/CassandraCompactionFilter.java
905,AP905,TooMuchScattering,,,StringAppendOperator,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/StringAppendOperator.java
906,AP906,TooMuchScattering,,,WriteBufferManager,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/WriteBufferManager.java
907,AP907,TooMuchScattering,,,Filter,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/Filter.java
908,AP908,TooMuchScattering,,,AbstractTransactionNotifier,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/AbstractTransactionNotifier.java
909,AP909,TooMuchScattering,,,HashLinkedListMemTableConfig,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/HashLinkedListMemTableConfig.java
910,AP910,TooMuchScattering,,,PlainTableConfig,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/PlainTableConfig.java
911,AP911,TooMuchScattering,,,Snapshot,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/Snapshot.java
912,AP912,TooMuchScattering,,,ColumnFamilyHandle,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/ColumnFamilyHandle.java
913,AP913,TooMuchScattering,,,ComparatorOptions,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/ComparatorOptions.java
914,AP914,TooMuchScattering,,,MemoryUtil,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/MemoryUtil.java
915,AP915,TooMuchScattering,,,LRUCache,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/LRUCache.java
916,AP916,TooMuchScattering,,,AbstractTraceWriter,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/AbstractTraceWriter.java
917,AP917,TooMuchScattering,,,TimedEnv,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/TimedEnv.java
918,AP918,TooMuchScattering,,,DirectComparator,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/DirectComparator.java
919,AP919,TooMuchScattering,,,CassandraValueMergeOperator,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/CassandraValueMergeOperator.java
920,AP920,TooMuchScattering,,,WriteBatchTest,org.rocksdb,rocksdb-master/java/src/test/java/org/rocksdb/WriteBatchTest.java
921,AP921,TooMuchScattering,,,RestoreOptions,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/RestoreOptions.java
